SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,4603 3rd Ave NW,Seattle,WA,98107,897444,4,1.75,Fremont,1860,3270,1948,19,482,,Active,,,http://www.redfin.com/WA/Seattle/4603-3rd-Ave-NW-98107/home/302405,NWMLS,1583620,N,Y,47.6623635,-122.3609762
MLS Listing,,Single Family Residential,3424 E Denny Way,Seattle,WA,98122,1875000,6,3.5,Denny Blaine,3311,4000,1920,19,566,,Active,,,http://www.redfin.com/WA/Seattle/3424-E-Denny-Way-98112/home/141894,NWMLS,1586008,N,Y,47.6185492,-122.2875479
MLS Listing,,Single Family Residential,2510 Queen Anne Ave N,Seattle,WA,98109,1825000,4,2.75,Queen Anne,2340,4800,1916,19,780,,Active,,,http://www.redfin.com/WA/Seattle/2510-Queen-Anne-Ave-N-98109/home/129407,NWMLS,1585518,N,Y,47.6418237,-122.3565205
MLS Listing,,Single Family Residential,13518 3rd Ave NE,Seattle,WA,98125,1120000,3,2.75,Haller Lake,2540,7027,2020,20,441,,Active,,,http://www.redfin.com/WA/Seattle/13518-3rd-Ave-NE-98125/home/171242988,NWMLS,1584542,N,Y,47.7273157,-122.3259729
MLS Listing,,Single Family Residential,6549 53rd Ave NE,Seattle,WA,98115,1150000,4,2.5,View Ridge,2370,5985,1943,20,485,,Active,,,http://www.redfin.com/WA/Seattle/6549-53rd-Ave-NE-98115/home/322066,NWMLS,1583065,N,Y,47.6772049,-122.2708598
MLS Listing,,Single Family Residential,1017 5th Ave W,Seattle,WA,98119,2350000,3,3.0,Queen Anne,3180,6400,1922,22,739,,Active,,,http://www.redfin.com/WA/Seattle/1017-5th-Ave-W-98119/home/134486,NWMLS,1585175,N,Y,47.6283098,-122.3634913
MLS Listing,,Single Family Residential,10055 8th Ave NW,Seattle,WA,98177,1799900,6,3.75,Crown Hill,3064,6885,2019,22,587,,Active,,,http://www.redfin.com/WA/Seattle/10055-8th-Ave-NW-98177/home/95362,NWMLS,1585055,N,Y,47.7031856,-122.3664099
MLS Listing,,Single Family Residential,8518 30th Ave NW,Seattle,WA,98117,1649000,5,3.5,North Beach,3100,7496,2020,22,532,,Active,,,http://www.redfin.com/WA/Seattle/8518-30th-Ave-NW-98117/home/163454,NWMLS,1584701,N,Y,47.6911732,-122.3955042
MLS Listing,,Single Family Residential,6521 36th Ave NW,Seattle,WA,98117,2895000,5,4.25,Sunset Hill,4386,6608,2020,24,660,,Active,,,http://www.redfin.com/WA/Seattle/6521-36th-Ave-NW-98117/home/290583,NWMLS,1584591,N,Y,47.6765977,-122.4036249
MLS Listing,,Single Family Residential,1526 35th Ave,Seattle,WA,98122,1915000,4,3.5,Madrona,3610,5984,1905,25,530,,Active,,,http://www.redfin.com/WA/Seattle/1526-35th-Ave-98122/home/140803,NWMLS,1584345,N,Y,47.6150096,-122.2877977
MLS Listing,,Single Family Residential,1713 3rd Ave N,Seattle,WA,98109,1420000,4,2.0,Queen Anne,2100,6000,1910,25,676,,Active,,,http://www.redfin.com/WA/Seattle/1713-3rd-Ave-N-98109/home/133690,NWMLS,1584103,N,Y,47.6344826,-122.3522285
MLS Listing,,Single Family Residential,3460 SW 111th St,Seattle,WA,98146,999950,4,2.5,Arbor Heights,2690,6890,1958,25,372,,Active,,,http://www.redfin.com/WA/Seattle/3460-SW-111th-St-98146/home/158077,NWMLS,1584281,N,Y,47.5039764,-122.3757249
MLS Listing,,Single Family Residential,3205 42nd Ave SW,Seattle,WA,98116,1188000,3,2.25,Admiral,2780,3900,2010,25,427,,Active,,,http://www.redfin.com/WA/Seattle/3205-42nd-Ave-SW-98116/home/28581550,NWMLS,1582986,N,Y,47.5754449,-122.3858895
MLS Listing,,Single Family Residential,11557 Evanston Ave N,Seattle,WA,98133,924000,5,2.0,Broadview,3990,8055,1921,26,232,,Active,,,http://www.redfin.com/WA/Seattle/11557-Evanston-Ave-N-98133/home/97542,NWMLS,1583488,N,Y,47.7139216,-122.3518191
MLS Listing,,Single Family Residential,6017 Oberlin Ave NE,Seattle,WA,98115,1489000,3,3.5,Hawthorne Hills,2760,5000,2012,27,539,,Active,,,http://www.redfin.com/WA/Seattle/6017-Oberlin-Ave-NE-98115/home/320672,NWMLS,1582399,N,Y,47.6728102,-122.2788516
MLS Listing,,Single Family Residential,1817 Madrona Dr,Seattle,WA,98122,3170000,5,5.5,Madrona,4559,5091,2020,27,695,,Active,,,http://www.redfin.com/WA/Seattle/1817-Madrona-Dr-98122/home/141569,NWMLS,1583533,N,Y,47.6180146,-122.2851654
MLS Listing,,Single Family Residential,3809 NE 97th St,Seattle,WA,98115,960000,4,2.75,Wedgwood,2500,7200,1967,27,384,,Active,,,http://www.redfin.com/WA/Seattle/3809-NE-97th-St-98115/home/113032,NWMLS,1583639,N,Y,47.6990218,-122.2874741
MLS Listing,,Single Family Residential,10416 42nd Ave NE,Seattle,WA,98125,898000,4,2.5,Meadowbrook,2300,7914,1961,27,390,,Active,,,http://www.redfin.com/WA/Seattle/10416-42nd-Ave-NE-98125/home/112550,NWMLS,1578633,N,Y,47.7042915,-122.2824279
MLS Listing,,Single Family Residential,5517 5th Ave NW,Seattle,WA,98107,1495000,5,3.5,Phinney Ridge,3020,5000,1911,27,495,,Active,,,http://www.redfin.com/WA/Seattle/5517-5th-Ave-NW-98107/home/494251,NWMLS,1571326,N,Y,47.6692501,-122.3631991
MLS Listing,,Single Family Residential,636 W Mercer Pl Unit 1-2,Seattle,WA,98119,1350000,3,2.0,Queen Anne,2420,6400,1907,27,558,,Active,,,http://www.redfin.com/WA/Seattle/636-W-Mercer-Pl-98119/unit-1-2/home/171193205,NWMLS,1583451,N,Y,47.6261509,-122.3658817
MLS Listing,,Single Family Residential,6542 Jones Ave NW,Seattle,WA,98117,1759000,5,4.5,Ballard,3115,5000,2020,27,565,,Active,,,http://www.redfin.com/WA/Seattle/6542-Jones-Ave-NW-98117/home/166295,NWMLS,1583471,N,Y,47.677137,-122.386103
MLS Listing,,Single Family Residential,3264 11th Ave W,Seattle,WA,98119,998000,3,1.5,Queen Anne,2180,4861,1942,28,458,,Active,,,http://www.redfin.com/WA/Seattle/3264-11th-Ave-W-98119/home/129868,NWMLS,1578350,N,Y,47.6503234,-122.371258
MLS Listing,,Single Family Residential,948 Harvard Ave E,Seattle,WA,98102,3250000,6,3.5,Capitol Hill,7950,7500,1909,28,409,,Active,,,http://www.redfin.com/WA/Seattle/948-Harvard-Ave-E-98102/home/137378,NWMLS,1583222,N,Y,47.6282915,-122.3220225
MLS Listing,,Single Family Residential,7751 37th Ave NE,Seattle,WA,98115,2099000,5,3.25,Wedgwood,3610,4000,2020,28,581,,Active,,,http://www.redfin.com/WA/Seattle/7751-37th-Ave-NE-98115/home/317808,NWMLS,1577830,N,Y,47.6863846,-122.2888103
MLS Listing,,Single Family Residential,621 627 NW 44th St,Seattle,WA,98107,1700000,6,2.0,Fremont,2830,6752,1911,28,601,,Active,,,http://www.redfin.com/WA/Seattle/627-NW-44th-St-98107/home/302578,NWMLS,1583104,N,Y,47.6606304,-122.3651889
MLS Listing,,Single Family Residential,1122 26th Ave,Seattle,WA,98122,1154000,4,2.0,Central Area,2790,3390,1919,28,414,,Active,,,http://www.redfin.com/WA/Seattle/1122-26th-Ave-98122/home/145970,NWMLS,1552292,N,Y,47.6122539,-122.2985442
MLS Listing,,Single Family Residential,4461 26th Ave SW,Seattle,WA,98106,1049000,4,1.75,Delridge,2940,5200,1925,28,357,,Active,,,http://www.redfin.com/WA/Seattle/4461-26th-Ave-SW-98106/home/159102,NWMLS,1583148,N,Y,47.5630827,-122.3660802
MLS Listing,,Single Family Residential,4228 Interlake Ave N,Seattle,WA,98103,1199000,3,1.5,Wallingford,1560,4000,1921,28,769,,Active,,,http://www.redfin.com/WA/Seattle/4228-Interlake-Ave-N-98103/home/118356,NWMLS,1579891,N,Y,47.6589287,-122.340489
MLS Listing,,Single Family Residential,1608 38th Ave E,Seattle,WA,98112,1895000,3,2.75,Madison Park,3500,6000,1910,29,541,,Active,,,http://www.redfin.com/WA/Seattle/1608-38th-Ave-E-98112/home/139440,NWMLS,1582999,N,Y,47.6337861,-122.2837682
MLS Listing,,Single Family Residential,3430 12th Ave W,Seattle,WA,98119,1495000,4,2.5,Queen Anne,2650,6000,1997,29,564,,Active,,,http://www.redfin.com/WA/Seattle/3430-12th-Ave-W-98119/home/131562,NWMLS,1582434,N,Y,47.6513673,-122.3719236
MLS Listing,,Single Family Residential,4732 48th Ave NE,Seattle,WA,98105,1340000,3,2.5,Laurelhurst,2140,5200,1944,30,626,,Active,,,http://www.redfin.com/WA/Seattle/4732-48th-Ave-NE-98105/home/121639,NWMLS,1578093,N,Y,47.664058,-122.2754678
MLS Listing,,Single Family Residential,3428 11th Ave W,Seattle,WA,98119,2400000,5,4.5,Queen Anne,3270,6000,2014,30,734,,Active,,,http://www.redfin.com/WA/Seattle/3428-11th-Ave-W-98119/home/130785,NWMLS,1582155,N,Y,47.6513984,-122.3711461
MLS Listing,,Single Family Residential,2441 Queen Anne Ave N,Seattle,WA,98109,2300000,4,4.25,Queen Anne,3430,3600,2005,30,671,,Active,,,http://www.redfin.com/WA/Seattle/2441-Queen-Anne-Ave-N-98109/home/130600,NWMLS,1577950,N,Y,47.640787,-122.357301
MLS Listing,,Single Family Residential,1623 6th Ave W,Seattle,WA,98119,1295000,3,1.75,Queen Anne,2300,5400,1904,30,563,,Active,,,http://www.redfin.com/WA/Seattle/1623-6th-Ave-W-98119/home/133635,NWMLS,1582227,N,Y,47.634258,-122.3653835
MLS Listing,,Single Family Residential,1109 NW 87th St,Seattle,WA,98117,875000,4,2.0,Crown Hill,1972,4400,1930,31,444,,Active,,,http://www.redfin.com/WA/Seattle/1109-NW-87th-St-98117/home/100136,NWMLS,1581988,N,Y,47.6919128,-122.3708453
MLS Listing,,Single Family Residential,6546 25th Ave NW,Seattle,WA,98117,1763000,5,3.75,Loyal Heights,3258,5100,2020,31,541,,Active,,,http://www.redfin.com/WA/Seattle/6546-25th-Ave-NW-98117/home/166672,NWMLS,1582093,N,Y,47.6772491,-122.3883934
MLS Listing,,Single Family Residential,9674 50th Ave SW,Seattle,WA,98136,1187500,3,2.75,Lincoln Park,2730,11285,1908,31,435,,Active,,,http://www.redfin.com/WA/Seattle/9674-50th-Ave-SW-98136/home/158313,NWMLS,1581980,N,Y,47.5156094,-122.3951643
MLS Listing,,Single Family Residential,4526 Beach Dr SW,Seattle,WA,98116,1396000,4,2.5,Beach Drive,2680,6754,1921,31,521,,Active,,,http://www.redfin.com/WA/Seattle/4526-Beach-Dr-SW-98116/home/154223,NWMLS,1581504,N,Y,47.5624719,-122.4052628
MLS Listing,,Single Family Residential,2911 W Howe St,Seattle,WA,98199,2295000,4,3.0,Magnolia,3931,5000,2020,32,584,,Active,,,http://www.redfin.com/WA/Seattle/2911-W-Howe-St-98199/home/126388,NWMLS,1581841,N,Y,47.6357766,-122.3948677
MLS Listing,,Single Family Residential,2823 NW 66th St,Seattle,WA,98117,1650000,4,3.25,Ballard,3496,5000,2020,32,472,,Active,,,http://www.redfin.com/WA/Seattle/2823-NW-66th-St-98117/home/165231,NWMLS,1579621,N,Y,47.6764149,-122.3940221
MLS Listing,,Single Family Residential,2412 E Miller St,Seattle,WA,98112,1698000,4,3.0,Montlake,3400,4000,1926,32,499,,Active,,,http://www.redfin.com/WA/Seattle/2412-E-Miller-St-98112/home/138439,NWMLS,1572333,N,Y,47.641941,-122.3013561
MLS Listing,,Single Family Residential,178 Lake Dell Ave,Seattle,WA,98122,850000,4,2.75,Leschi,1900,8443,1919,33,447,,Active,,,http://www.redfin.com/WA/Seattle/178-Lake-Dell-Ave-98122/home/140954,NWMLS,1580629,N,Y,47.6029068,-122.2895468
MLS Listing,,Single Family Residential,534 N 79th St,Seattle,WA,98103,1250000,5,2.5,Green Lake,2623,4000,1925,33,477,,Active,,,http://www.redfin.com/WA/Seattle/534-N-79th-St-98103/home/301263,NWMLS,1578899,N,Y,47.6864231,-122.35105
MLS Listing,,Single Family Residential,2417 NW 60th St,Seattle,WA,98107,1500000,3,1.75,Ballard,2340,5000,1912,33,641,,Active,,,http://www.redfin.com/WA/Seattle/2417-NW-60th-St-98107/home/161964,NWMLS,1580962,N,Y,47.6721982,-122.3884999
MLS Listing,,Single Family Residential,10336 Interlake Ave N,Seattle,WA,98133,894000,4,1.75,Northgate,2028,4980,1944,33,441,,Active,,,http://www.redfin.com/WA/Seattle/10336-Interlake-Ave-N-98133/home/105523,NWMLS,1580906,N,Y,47.7043715,-122.3403337
MLS Listing,,Single Family Residential,3522 Densmore Ave N,Seattle,WA,98103,1838248,4,5.0,Wallingford,3870,4845,1982,33,475,,Active,,,http://www.redfin.com/WA/Seattle/3522-Densmore-Ave-N-98103/home/119486,NWMLS,1580841,N,Y,47.6499334,-122.3372052
MLS Listing,,Single Family Residential,4815 Stone Way N,Seattle,WA,98103,959900,4,1.75,Wallingford,2320,3200,1922,33,414,,Active,,,http://www.redfin.com/WA/Seattle/4815-Stone-Way-N-98103/home/119530,NWMLS,1579724,N,Y,47.6640188,-122.3412905
MLS Listing,,Single Family Residential,1649 Shenandoah Dr E,Seattle,WA,98112,3400000,4,4.0,Broadmoor,4728,8700,1928,33,719,,Active,,,http://www.redfin.com/WA/Seattle/1649-Shenandoah-Dr-E-98112/home/138874,NWMLS,1579372,N,Y,47.6350364,-122.2895731
MLS Listing,,Single Family Residential,7231 3rd Ave NW,Seattle,WA,98117,979500,2,2.25,Phinney Ridge,2700,4829,1920,34,363,,Active,,,http://www.redfin.com/WA/Seattle/7231-3rd-Ave-NW-98117/home/498743,NWMLS,1579074,N,Y,47.6816516,-122.3607069
MLS Listing,,Single Family Residential,6533 21st Ave NW,Seattle,WA,98117,999000,5,3.75,Loyal Heights,2700,5100,1928,34,370,,Active,,,http://www.redfin.com/WA/Seattle/6533-21st-Ave-NW-98117/home/164762,NWMLS,1580104,N,Y,47.6769079,-122.3834979
MLS Listing,,Single Family Residential,5802 4th Ave NW,Seattle,WA,98107,995000,4,2.5,Ballard,2060,4000,1926,34,483,,Active,,,http://www.redfin.com/WA/Seattle/5802-4th-Ave-NW-98107/home/493678,NWMLS,1573594,N,Y,47.6710412,-122.3615651
MLS Listing,,Single Family Residential,5412 21st Ave NE,Seattle,WA,98105,1499950,3,1.75,Ravenna,3682,5000,1914,34,407,,Active,,,http://www.redfin.com/WA/Seattle/5412-21st-Ave-NE-98105/home/308376,NWMLS,1577983,N,Y,47.6684035,-122.3050992
MLS Listing,,Single Family Residential,2812 36th Ave W,Seattle,WA,98199,1021000,4,2.5,Magnolia,2140,7000,1943,34,477,,Active,,,http://www.redfin.com/WA/Seattle/2812-36th-Ave-W-98199/home/128033,NWMLS,1578319,N,Y,47.6454361,-122.4033104
MLS Listing,,Single Family Residential,8019 14th Ave NW,Seattle,WA,98117,1589000,5,3.5,Ballard,3710,5080,2016,34,428,,Active,,,http://www.redfin.com/WA/Seattle/8019-14th-Ave-NW-98117/home/496444,NWMLS,1579285,N,Y,47.6875574,-122.3743858
MLS Listing,,Single Family Residential,4521 W McLaren St,Seattle,WA,98199,1195000,2,1.75,Magnolia,1760,10657,1973,35,679,,Active,,,http://www.redfin.com/WA/Seattle/4521-W-McLaren-St-98199/home/126076,NWMLS,1574697,N,Y,47.651336,-122.4160134
MLS Listing,,Single Family Residential,2240 W Viewmont Way W,Seattle,WA,98199,3450000,4,3.0,Magnolia,4473,5132,2020,36,771,,Active,,,http://www.redfin.com/WA/Seattle/2240-Viewmont-Way-W-98199/home/126186,NWMLS,1578647,N,Y,47.637862,-122.406268
MLS Listing,,Single Family Residential,2418 E Miller St,Seattle,WA,98112,1895000,5,4.0,Montlake,3730,4000,1925,36,508,,Active,,,http://www.redfin.com/WA/Seattle/2418-E-Miller-St-98112/home/138135,NWMLS,1578746,N,Y,47.6419441,-122.301234
MLS Listing,,Single Family Residential,330 NE 91st St,Seattle,WA,98115,880000,3,1.0,Maple Leaf,2980,8183,1940,36,295,,Active,,,http://www.redfin.com/WA/Seattle/330-NE-91st-St-98115/home/109641,NWMLS,1578638,N,Y,47.6951461,-122.3241569
MLS Listing,,Single Family Residential,2420 1st Ave W,Seattle,WA,98119,1249000,4,1.5,Queen Anne,1980,4800,1907,37,631,,Active,,,http://www.redfin.com/WA/Seattle/2420-1st-Ave-W-98119/home/129961,NWMLS,1578228,N,Y,47.6402145,-122.3579622
MLS Listing,,Single Family Residential,5447 21st Ave SW,Seattle,WA,98106,1045000,5,3.75,Delridge,2784,5465,2020,38,375,,Active,,,http://www.redfin.com/WA/Seattle/5447-21st-Ave-SW-98106/home/161600,NWMLS,1563758,N,Y,47.552371,-122.3604108
MLS Listing,,Single Family Residential,4911 NE Laurelcrest Ln,Seattle,WA,98105,13250000,6,6.5,Laurelhurst,9590,34665,2008,38,1382,,Active,,,http://www.redfin.com/WA/Seattle/4911-NE-Laurelcrest-Ln-98105/home/121589,NWMLS,1577320,N,Y,47.6531779,-122.2758925
MLS Listing,,Single Family Residential,1216 E John St,Seattle,WA,98102,1100000,5,1.5,Capitol Hill,1970,3300,1902,38,558,,Active,,,http://www.redfin.com/WA/Seattle/1216-E-John-St-98102/home/143030,NWMLS,1571903,N,Y,47.6201229,-122.3161538
MLS Listing,,Single Family Residential,2029 Yale Ave E,Seattle,WA,98102,2000000,3,0.75,Eastlake,1150,5500,1907,38,1739,,Active,,,http://www.redfin.com/WA/Seattle/2029-Yale-Ave-E-98102/home/132263,NWMLS,1578419,N,Y,47.6377595,-122.3274421
MLS Listing,,Single Family Residential,5207 S Willow St,Seattle,WA,98118,1349888,4,3.5,Seward Park,3474,4933,2015,39,389,,Active,,,http://www.redfin.com/WA/Seattle/5207-S-Willow-St-98118/home/59703208,NWMLS,1578009,N,Y,47.5405396,-122.2666117
MLS Listing,,Single Family Residential,5750 S Ryan St,Seattle,WA,98178,900000,4,3.5,Rainier Beach,3426,5264,2012,39,263,,Active,,,http://www.redfin.com/WA/Seattle/5750-S-Ryan-St-98178/home/22590155,NWMLS,1575501,N,Y,47.5099069,-122.2598504
MLS Listing,,Single Family Residential,8504 S 125th St,Renton,WA,98057,950000,5,2.75,Bryn Mawr,3640,10713,1963,39,261,,Active,,,http://www.redfin.com/WA/Renton/8504-S-125th-St-98057/home/197245,NWMLS,1567638,N,Y,47.491166,-122.225632
MLS Listing,,Single Family Residential,2001 Broadmoor Dr E,Seattle,WA,98112,7000000,5,5.5,Broadmoor,8030,19750,2009,39,872,434,Active,,,http://www.redfin.com/WA/Seattle/2001-Broadmoor-Dr-E-98112/home/138925,NWMLS,1577918,N,Y,47.6371728,-122.2885099
MLS Listing,,Single Family Residential,2817 92nd St,Seattle,WA,98117,989000,3,3.0,North Beach,2680,5610,1947,39,369,,Active,,,http://www.redfin.com/WA/Seattle/2817-NW-92nd-St-98117/home/289246,NWMLS,1578161,N,Y,47.6958545,-122.393586
MLS Listing,,Single Family Residential,9664 Rainier Ave S,Seattle,WA,98118,1200000,3,1.75,Rainier Beach,1640,2614,1963,39,732,,Active,,,http://www.redfin.com/WA/Seattle/9664-Rainier-Ave-S-98118/home/177718,NWMLS,1577818,N,Y,47.5180673,-122.2552013
MLS Listing,,Single Family Residential,12049 20th Ave NE,Seattle,WA,98125,1375950,5,3.0,Victory Heights,3273,7486,2020,40,420,,Active,,,http://www.redfin.com/WA/Seattle/12049-20th-Ave-NE-98125/home/171089000,NWMLS,1570193,N,Y,47.7170925,-122.3072043
MLS Listing,,Single Family Residential,3408 30th Ave W,Seattle,WA,98199,1795000,4,3.0,Magnolia,3570,5100,2003,40,503,,Active,,,http://www.redfin.com/WA/Seattle/3408-30th-Ave-W-98199/home/127015,NWMLS,1574871,N,Y,47.6508542,-122.3952671
MLS Listing,,Single Family Residential,1205 E Hamlin St,Seattle,WA,98102,2680000,5,4.0,Portage Bay,4160,4056,2017,41,644,,Active,,,http://www.redfin.com/WA/Seattle/1205-E-Hamlin-St-98102/home/138056,NWMLS,1569927,N,Y,47.6454426,-122.316518
MLS Listing,,Single Family Residential,1318 N Lucas Pl,Seattle,WA,98103,1500000,5,3.25,Wallingford,3040,3280,1917,41,493,,Active,,,http://www.redfin.com/WA/Seattle/1318-N-Lucas-Pl-98103/home/118276,NWMLS,1575582,N,Y,47.6562122,-122.3414905
MLS Listing,,Single Family Residential,809 38th Ave,Seattle,WA,98122,1995000,3,2.0,Madrona,3067,8400,1942,41,650,,Active,,,http://www.redfin.com/WA/Seattle/809-38th-Ave-98122/home/141508,NWMLS,1576420,N,Y,47.6095346,-122.2850706
MLS Listing,,Single Family Residential,612 36th Ave,Seattle,WA,98122,1895000,4,2.75,Madrona,4450,4000,1910,41,426,,Active,,,http://www.redfin.com/WA/Seattle/612-36th-Ave-98122/home/140835,NWMLS,1576883,N,Y,47.6072534,-122.2869937
MLS Listing,,Single Family Residential,6412 NE 60th St,Seattle,WA,98115,1150000,4,2.0,Windermere,2210,6206,1950,41,520,,Active,,,http://www.redfin.com/WA/Seattle/6412-NE-60th-St-98115/home/120704,NWMLS,1575407,N,Y,47.672283,-122.2589711
MLS Listing,,Single Family Residential,1419 Broadmoor Dr E,Seattle,WA,98112,3198000,4,4.0,Broadmoor,4570,11305,1936,41,700,200,Active,,,http://www.redfin.com/WA/Seattle/1419-Broadmoor-Dr-E-98112/home/138998,NWMLS,1575389,N,Y,47.6318467,-122.2884158
MLS Listing,,Single Family Residential,2325 W Viewmont Way W,Seattle,WA,98199,1549000,4,2.5,Magnolia,3000,5350,1952,41,516,,Active,,,http://www.redfin.com/WA/Seattle/2325-W-Viewmont-Way-W-98199/home/125176,NWMLS,1562791,N,Y,47.638855,-122.408142
MLS Listing,,Single Family Residential,4031 42nd Ave S,Seattle,WA,98118,1100000,5,2.75,Mt Baker,3754,6000,1920,41,293,,Active,,,http://www.redfin.com/WA/Seattle/4031-42nd-Ave-S-98118/home/489009,NWMLS,1575923,N,Y,47.5669842,-122.2810646
MLS Listing,,Single Family Residential,321 Martin Luther King Jr Way S,Seattle,WA,98144,899000,5,2.0,Central Area,1900,3600,1901,42,473,,Active,,,http://www.redfin.com/WA/Seattle/321-Martin-Luther-King-Jr-Way-S-98144/home/143094,NWMLS,1575911,N,Y,47.5996977,-122.2976885
MLS Listing,,Single Family Residential,2015 McGilvra Blvd E,Seattle,WA,98112,2275000,5,4.25,Madison Park,3760,4000,2017,42,605,,Active,,,http://www.redfin.com/WA/Seattle/2015-McGilvra-Blvd-E-98112/home/139874,NWMLS,1576270,N,Y,47.637436,-122.2811284
MLS Listing,,Single Family Residential,402 W Galer St,Seattle,WA,98119,1595000,5,4.0,Queen Anne,2849,4440,1905,42,560,,Active,,,http://www.redfin.com/WA/Seattle/402-W-Galer-St-98119/home/132815,NWMLS,1575348,N,Y,47.6325561,-122.3626801
MLS Listing,,Single Family Residential,219 37th Ave E,Seattle,WA,98112,3295000,5,2.75,Denny Blaine,4940,8000,1909,43,667,,Active,,,http://www.redfin.com/WA/Seattle/219-37th-Ave-E-98112/home/140385,NWMLS,1574713,N,Y,47.6207113,-122.2861448
MLS Listing,,Single Family Residential,5319 9th Ave NE,Seattle,WA,98105,1695000,9,4.0,University District,3280,4400,1914,43,517,,Active,,,http://www.redfin.com/WA/Seattle/5319-9th-Ave-NE-98105/home/311983,NWMLS,1575344,N,Y,47.6676903,-122.3186546
MLS Listing,,Single Family Residential,222 NW 95th St,Seattle,WA,98117,1658000,5,3.0,Greenwood,3590,6900,2019,43,462,,Active,,,http://www.redfin.com/WA/Seattle/222-NW-95th-St-98117/home/100312,NWMLS,1573093,N,Y,47.6980352,-122.3601582
MLS Listing,,Single Family Residential,1206 E Newton St,Seattle,WA,98102,2200000,4,3.0,Capitol Hill,4660,4000,1915,46,472,,Active,,,http://www.redfin.com/WA/Seattle/1206-E-Newton-St-98102/home/136233,NWMLS,1574680,N,Y,47.637459,-122.3169341
MLS Listing,,Single Family Residential,334 W Kinnear Pl,Seattle,WA,98119,2395000,4,3.25,Queen Anne,3210,6674,1925,46,746,,Active,,,http://www.redfin.com/WA/Seattle/334-W-Kinnear-Pl-98119/home/133794,NWMLS,1574541,N,Y,47.6279917,-122.3622176
MLS Listing,,Single Family Residential,11014 Cornell Ave S,Seattle,WA,98178,1497999,7,7.25,Lakeridge,5060,7410,2017,46,296,,Active,,,http://www.redfin.com/WA/Seattle/11014-Cornell-Ave-S-98178/home/199205,NWMLS,1574515,N,Y,47.5046002,-122.2413919
MLS Listing,,Single Family Residential,4015 Fremont Ave N,Seattle,WA,98103,899000,2,1.0,Fremont,1026,4000,1912,47,876,,Active,,,http://www.redfin.com/WA/Seattle/4015-Fremont-Ave-N-98103/home/302845,NWMLS,1572735,N,Y,47.6558636,-122.3503265
MLS Listing,,Single Family Residential,1511 E Alder St,Seattle,WA,98122,950000,6,1.75,Capitol Hill,4433,3360,1904,47,214,,Active,,,http://www.redfin.com/WA/Seattle/1511-E-Alder-St-98122/home/144671,NWMLS,1574259,N,Y,47.6041739,-122.3122762
MLS Listing,,Single Family Residential,8832 Interlake Ave N,Seattle,WA,98103,950000,2,1.0,Green Lake,1560,5125,1946,48,609,,Active,,,http://www.redfin.com/WA/Seattle/8832-Interlake-Ave-N-98103/home/104899,NWMLS,1573235,N,Y,47.6933727,-122.3398679
MLS Listing,,Single Family Residential,6021 Beach Dr SW,Seattle,WA,98136,2950000,3,3.5,Beach Drive,3739,16355,2016,48,789,,Active,,,http://www.redfin.com/WA/Seattle/6021-Beach-Dr-SW-98136/home/153846,NWMLS,1572471,N,Y,47.5477959,-122.3985143
